ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage
182178,G. Berardi,29,https://cdn.sofifa.org/players/4/19/182178.png,Switzerland,https://cdn.sofifa.org/flags/47.png,71,71,Leeds United,https://cdn.sofifa.org/teams/2/light/8.png,€1.8M,€25K
201379,Samu García,28,https://cdn.sofifa.org/players/4/19/201379.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,€2.4M,€15K
177571,T. Derijck,31,https://cdn.sofifa.org/players/4/19/177571.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,71,KAA Gent,https://cdn.sofifa.org/teams/2/light/674.png,€1.6M,€12K
202148,A. Khalili,26,https://cdn.sofifa.org/players/4/19/202148.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,74,Kasimpaşa SK,https://cdn.sofifa.org/teams/2/light/111339.png,€2.9M,€10K
140196,Y. Endo,38,https://cdn.sofifa.org/players/4/19/140196.png,Japan,https://cdn.sofifa.org/flags/163.png,71,71,Gamba Osaka,https://cdn.sofifa.org/teams/2/light/112093.png,€325K,€6K
202149,E. Kaçe,24,https://cdn.sofifa.org/players/4/19/202149.png,Albania,https://cdn.sofifa.org/flags/1.png,71,74,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,€3M,€1K
220837,D. Machado,24,https://cdn.sofifa.org/players/4/19/220837.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,75,Atlético Nacional,https://cdn.sofifa.org/teams/2/light/101100.png,€2.6M,€11K
240037,S. Plavšić,22,https://cdn.sofifa.org/players/4/19/240037.png,Serbia,https://cdn.sofifa.org/flags/51.png,71,77,Sparta Praha,https://cdn.sofifa.org/teams/2/light/267.png,€3.2M,€1K
205990,H. Reed,23,https://cdn.sofifa.org/players/4/19/205990.png,England,https://cdn.sofifa.org/flags/14.png,71,78,Blackburn Rovers,https://cdn.sofifa.org/teams/2/light/3.png,€2.8M,€22K
219814,S. Klaiber,23,https://cdn.sofifa.org/players/4/19/219814.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,74,FC Utrecht,https://cdn.sofifa.org/teams/2/light/1903.png,€2.5M,€9K
224422,J. Boga,21,https://cdn.sofifa.org/players/4/19/224422.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,71,81,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€3.8M,€21K
194727,D. Contento,28,https://cdn.sofifa.org/players/4/19/194727.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,Fortuna Düsseldorf,https://cdn.sofifa.org/teams/2/light/110636.png,€1.9M,€18K
102056,S. Padoin,34,https://cdn.sofifa.org/players/4/19/102056.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,€675K,€18K
203177,D. Foulquier,25,https://cdn.sofifa.org/players/4/19/203177.png,France,https://cdn.sofifa.org/flags/18.png,71,76,Getafe CF,https://cdn.sofifa.org/teams/2/light/1860.png,€2.6M,€27K
199594,Paco Montañés,31,https://cdn.sofifa.org/players/4/19/199594.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,CD Tenerife,https://cdn.sofifa.org/teams/2/light/260.png,€2.1M,€7K
206506,T. Dingomé,27,https://cdn.sofifa.org/players/4/19/206506.png,France,https://cdn.sofifa.org/flags/18.png,71,72,Stade de Reims,https://cdn.sofifa.org/teams/2/light/379.png,€2.2M,€11K
211626,D. Kądzior,26,https://cdn.sofifa.org/players/4/19/211626.png,Poland,https://cdn.sofifa.org/flags/37.png,71,72,Dinamo Zagreb,https://cdn.sofifa.org/teams/2/light/211.png,€2.8M,€1K
223402,E. Taşdemir,22,https://cdn.sofifa.org/players/4/19/223402.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,78,Bursaspor,https://cdn.sofifa.org/teams/2/light/742.png,€2.8M,€9K
190122,P. Coutts,29,https://cdn.sofifa.org/players/4/19/190122.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,71,Sheffield United,https://cdn.sofifa.org/teams/2/light/1794.png,€2.3M,€10K
193706,D. Dumić,26,https://cdn.sofifa.org/players/4/19/193706.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,71,74,SG Dynamo Dresden,https://cdn.sofifa.org/teams/2/light/503.png,€2.5M,€11K
194730,Juan Carlos,30,https://cdn.sofifa.org/players/4/19/194730.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,CD Lugo,https://cdn.sofifa.org/teams/2/light/110831.png,€1.5M,€5K
187051,S. Privat,28,https://cdn.sofifa.org/players/4/19/187051.png,France,https://cdn.sofifa.org/flags/18.png,71,71,Valenciennes FC,https://cdn.sofifa.org/teams/2/light/110456.png,€2.4M,€6K
231340,G. Montiel,21,https://cdn.sofifa.org/players/4/19/231340.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,80,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€3.2M,€9K
228782,João Gamboa,21,https://cdn.sofifa.org/players/4/19/228782.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,79,Clube Sport Marítimo,https://cdn.sofifa.org/teams/2/light/1893.png,€3M,€5K
229294,A. Zhirov,27,https://cdn.sofifa.org/players/4/19/229294.png,Russia,https://cdn.sofifa.org/flags/40.png,71,74,SV Sandhausen,https://cdn.sofifa.org/teams/2/light/110178.png,€2.4M,€5K
203439,M. Tosetti,26,https://cdn.sofifa.org/players/4/19/203439.png,Switzerland,https://cdn.sofifa.org/flags/47.png,71,72,FC Thun,https://cdn.sofifa.org/teams/2/light/1715.png,€2.8M,€10K
230319,André Milazisco,34,https://cdn.sofifa.org/players/4/19/230319.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Atlético Paranaense,https://cdn.sofifa.org/teams/2/light/1039.png,€950K,€7K
201136,M. Colin,26,https://cdn.sofifa.org/players/4/19/201136.png,France,https://cdn.sofifa.org/flags/18.png,71,72,Birmingham City,https://cdn.sofifa.org/teams/2/light/88.png,€2.3M,€17K
200113,F. Jozefzoon,27,https://cdn.sofifa.org/players/4/19/200113.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,71,Derby County,https://cdn.sofifa.org/teams/2/light/91.png,€2.5M,€29K
164529,D. Moor,34,https://cdn.sofifa.org/players/4/19/164529.png,United States,https://cdn.sofifa.org/flags/95.png,71,71,Toronto FC,https://cdn.sofifa.org/teams/2/light/111651.png,€725K,€5K
124337,A. Turan,34,https://cdn.sofifa.org/players/4/19/124337.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,71,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,€725K,€11K
193201,O. Bayram,26,https://cdn.sofifa.org/players/4/19/193201.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,72,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€2.3M,€29K
142258,S. Bossut,32,https://cdn.sofifa.org/players/4/19/142258.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,71,SV Zulte-Waregem,https://cdn.sofifa.org/teams/2/light/15005.png,€1.4M,€8K
211378,J. Irvine,25,https://cdn.sofifa.org/players/4/19/211378.png,Australia,https://cdn.sofifa.org/flags/195.png,71,75,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€3.1M,€17K
213938,D. Biraschi,23,https://cdn.sofifa.org/players/4/19/213938.png,Italy,https://cdn.sofifa.org/flags/27.png,71,78,Genoa,https://cdn.sofifa.org/teams/2/light/110556.png,€2.8M,€9K
223922,A. Bouchalakis,25,https://cdn.sofifa.org/players/4/19/223922.png,Greece,https://cdn.sofifa.org/flags/22.png,71,73,Olympiacos CFP,https://cdn.sofifa.org/teams/2/light/280.png,€2.8M,€1K
211891,A. Voglsammer,26,https://cdn.sofifa.org/players/4/19/211891.png,Germany,https://cdn.sofifa.org/flags/21.png,71,73,DSC Arminia Bielefeld,https://cdn.sofifa.org/teams/2/light/159.png,€2.9M,€11K
221875,Son Jun Ho,26,https://cdn.sofifa.org/players/4/19/221875.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,71,74,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€2.9M,€8K
197300,A. El Said,32,https://cdn.sofifa.org/players/4/19/197300.png,Egypt,https://cdn.sofifa.org/flags/111.png,71,71,Al Ahli,https://cdn.sofifa.org/teams/2/light/112387.png,€1.8M,€23K
208052,A. Yiadom,26,https://cdn.sofifa.org/players/4/19/208052.png,Ghana,https://cdn.sofifa.org/flags/117.png,71,72,Reading,https://cdn.sofifa.org/teams/2/light/1793.png,€2.3M,€20K
199861,W. Sobota,31,https://cdn.sofifa.org/players/4/19/199861.png,Poland,https://cdn.sofifa.org/flags/37.png,71,71,FC St. Pauli,https://cdn.sofifa.org/teams/2/light/110329.png,€2.1M,€12K
204213,I. Latovlevici,32,https://cdn.sofifa.org/players/4/19/204213.png,Romania,https://cdn.sofifa.org/flags/39.png,71,71,Bursaspor,https://cdn.sofifa.org/teams/2/light/742.png,€1.3M,€11K
159157,B. Leal,36,https://cdn.sofifa.org/players/4/19/159157.png,Chile,https://cdn.sofifa.org/flags/55.png,71,71,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€750K,€2K
188597,E. Zelazny,26,https://cdn.sofifa.org/players/4/19/188597.png,France,https://cdn.sofifa.org/flags/18.png,71,74,Stade Malherbe Caen,https://cdn.sofifa.org/teams/2/light/210.png,€2.1M,€11K
210358,A. Brignoli,26,https://cdn.sofifa.org/players/4/19/210358.png,Italy,https://cdn.sofifa.org/flags/27.png,71,73,Palermo,https://cdn.sofifa.org/teams/2/light/1843.png,€2M,€2K
225206,K. Narey,23,https://cdn.sofifa.org/players/4/19/225206.png,Germany,https://cdn.sofifa.org/flags/21.png,71,74,Hamburger SV,https://cdn.sofifa.org/teams/2/light/28.png,€3M,€9K
166838,M. Pugh,31,https://cdn.sofifa.org/players/4/19/166838.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,€2.1M,€35K
237238,S. McTominay,21,https://cdn.sofifa.org/players/4/19/237238.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,81,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€3.8M,€43K
220087,Fabrício Baiano,26,https://cdn.sofifa.org/players/4/19/220087.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,75,Clube Sport Marítimo,https://cdn.sofifa.org/teams/2/light/1893.png,€2.5M,€7K
186551,F. Navarro,29,https://cdn.sofifa.org/players/4/19/186551.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,71,Club León,https://cdn.sofifa.org/teams/2/light/110781.png,€1.8M,€18K
230072,R. Bajić,24,https://cdn.sofifa.org/players/4/19/230072.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,71,76,Medipol Başakşehir FK,https://cdn.sofifa.org/teams/2/light/101014.png,€3.2M,€16K
201145,M. Le Bihan,28,https://cdn.sofifa.org/players/4/19/201145.png,France,https://cdn.sofifa.org/flags/18.png,71,71,OGC Nice,https://cdn.sofifa.org/teams/2/light/72.png,€2.4M,€22K
212409,A. Rentería,25,https://cdn.sofifa.org/players/4/19/212409.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,75,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€3.1M,€8K
223929,A. Leya Iseka,20,https://cdn.sofifa.org/players/4/19/223929.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,78,Toulouse Football Club,https://cdn.sofifa.org/teams/2/light/1809.png,€3.4M,€15K
224953,André Moreira,22,https://cdn.sofifa.org/players/4/19/224953.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,80,Aston Villa,https://cdn.sofifa.org/teams/2/light/2.png,€2.8M,€17K
180409,C. Gülselam,30,https://cdn.sofifa.org/players/4/19/180409.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,71,Alanyaspor,https://cdn.sofifa.org/teams/2/light/113142.png,€1.8M,€9K
186553,M. Rodríguez,32,https://cdn.sofifa.org/players/4/19/186553.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Universidad de Chile,https://cdn.sofifa.org/teams/2/light/15029.png,€1.3M,€8K
189369,G. Litteri,30,https://cdn.sofifa.org/players/4/19/189369.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Venezia FC,https://cdn.sofifa.org/teams/2/light/205.png,€2.3M,€4K
220090,Raphael Rossi,27,https://cdn.sofifa.org/players/4/19/220090.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,72,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€2.2M,€18K
224442,B. Kamara,21,https://cdn.sofifa.org/players/4/19/224442.png,France,https://cdn.sofifa.org/flags/18.png,71,77,RC Strasbourg Alsace,https://cdn.sofifa.org/teams/2/light/76.png,€2.4M,€6K
233147,R. Oshima,25,https://cdn.sofifa.org/players/4/19/233147.png,Japan,https://cdn.sofifa.org/flags/163.png,71,73,Kawasaki Frontale,https://cdn.sofifa.org/teams/2/light/111730.png,€2.4M,€6K
172475,L. Bruins,31,https://cdn.sofifa.org/players/4/19/172475.png,Netherlands,https://cdn.sofifa.org/flags/34.png,71,71,Excelsior,https://cdn.sofifa.org/teams/2/light/1971.png,€2.1M,€5K
202940,N. Kebano,26,https://cdn.sofifa.org/players/4/19/202940.png,DR Congo,https://cdn.sofifa.org/flags/110.png,71,72,Fulham,https://cdn.sofifa.org/teams/2/light/144.png,€2.8M,€35K
230332,Wiliam Santinho,34,https://cdn.sofifa.org/players/4/19/230332.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,€950K,€13K
207805,L. Sadiku,26,https://cdn.sofifa.org/players/4/19/207805.png,Kosovo,https://cdn.sofifa.org/flags/219.png,71,73,Kasimpaşa SK,https://cdn.sofifa.org/teams/2/light/111339.png,€2.4M,€9K
224189,Y. Barbet,25,https://cdn.sofifa.org/players/4/19/224189.png,France,https://cdn.sofifa.org/flags/18.png,71,74,Brentford,https://cdn.sofifa.org/teams/2/light/1925.png,€2.4M,€23K
170941,Javi Moyano,32,https://cdn.sofifa.org/players/4/19/170941.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,Real Valladolid CF,https://cdn.sofifa.org/teams/2/light/462.png,€1.3M,€12K
188094,J. McLaughlin,29,https://cdn.sofifa.org/players/4/19/188094.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,72,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,€1.8M,€8K
198079,M. Büchel,27,https://cdn.sofifa.org/players/4/19/198079.png,Liechtenstein,https://cdn.sofifa.org/flags/29.png,71,71,Empoli,https://cdn.sofifa.org/teams/2/light/1746.png,€2.4M,€10K
198335,B. Oviedo,28,https://cdn.sofifa.org/players/4/19/198335.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,71,71,Sunderland,https://cdn.sofifa.org/teams/2/light/106.png,€1.9M,€9K
213439,J. Osorio,26,https://cdn.sofifa.org/players/4/19/213439.png,Canada,https://cdn.sofifa.org/flags/70.png,71,74,Toronto FC,https://cdn.sofifa.org/teams/2/light/111651.png,€2.9M,€6K
230335,Wagner Orsinho,30,https://cdn.sofifa.org/players/4/19/230335.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,€1.7M,€16K
231360,J. Elías,22,https://cdn.sofifa.org/players/4/19/231360.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,78,Godoy Cruz,https://cdn.sofifa.org/teams/2/light/111706.png,€2.8M,€8K
166080,Evandro,31,https://cdn.sofifa.org/players/4/19/166080.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€2.1M,€18K
241856,Manu Morlanes,19,https://cdn.sofifa.org/players/4/19/241856.png,Spain,https://cdn.sofifa.org/flags/45.png,71,83,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,€4.1M,€9K
188352,K. Großkreutz,29,https://cdn.sofifa.org/players/4/19/188352.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,KFC Uerdingen 05,https://cdn.sofifa.org/teams/2/light/167.png,€1.8M,€6K
158657,T. Kessler,32,https://cdn.sofifa.org/players/4/19/158657.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,€1.4M,€10K
182209,M. Beevers,28,https://cdn.sofifa.org/players/4/19/182209.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Bolton Wanderers,https://cdn.sofifa.org/teams/2/light/4.png,€1.9M,€8K
137410,D. Gastaldello,35,https://cdn.sofifa.org/players/4/19/137410.png,Italy,https://cdn.sofifa.org/flags/27.png,71,71,Brescia,https://cdn.sofifa.org/teams/2/light/190.png,€550K,€2K
211394,P. Faragò,25,https://cdn.sofifa.org/players/4/19/211394.png,Italy,https://cdn.sofifa.org/flags/27.png,71,73,Cagliari,https://cdn.sofifa.org/teams/2/light/1842.png,€2.9M,€18K
221378,C. Ramírez,30,https://cdn.sofifa.org/players/4/19/221378.png,Colombia,https://cdn.sofifa.org/flags/56.png,71,71,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,€1.8M,€2K
226754,I. Bennacer,20,https://cdn.sofifa.org/players/4/19/226754.png,Algeria,https://cdn.sofifa.org/flags/97.png,71,82,Empoli,https://cdn.sofifa.org/teams/2/light/1746.png,€4M,€7K
190658,O. Coulibaly,28,https://cdn.sofifa.org/players/4/19/190658.png,Mali,https://cdn.sofifa.org/flags/126.png,71,71,Panathinaikos FC,https://cdn.sofifa.org/teams/2/light/1884.png,€1.9M,€1K
220355,Alex Alegría,25,https://cdn.sofifa.org/players/4/19/220355.png,Spain,https://cdn.sofifa.org/flags/45.png,71,74,Rayo Vallecano,https://cdn.sofifa.org/teams/2/light/480.png,€3M,€15K
233411,C. Adjapong,20,https://cdn.sofifa.org/players/4/19/233411.png,Italy,https://cdn.sofifa.org/flags/27.png,71,81,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€3.8M,€21K
110019,Dorado,35,https://cdn.sofifa.org/players/4/19/110019.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,Rayo Vallecano,https://cdn.sofifa.org/teams/2/light/480.png,€550K,€8K
138436,J. Walters,34,https://cdn.sofifa.org/players/4/19/138436.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,71,71,Ipswich Town,https://cdn.sofifa.org/teams/2/light/94.png,€1.2M,€33K
228804,A. De Sart,21,https://cdn.sofifa.org/players/4/19/228804.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,78,Sint-Truidense VV,https://cdn.sofifa.org/teams/2/light/680.png,€3.3M,€6K
230340,Luisinho Conradi,30,https://cdn.sofifa.org/players/4/19/230340.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Atlético Mineiro,https://cdn.sofifa.org/teams/2/light/1035.png,€1.7M,€19K
235717,B. Özcan,20,https://cdn.sofifa.org/players/4/19/235717.png,Turkey,https://cdn.sofifa.org/flags/48.png,71,78,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,€3.4M,€15K
206534,P. Bamford,24,https://cdn.sofifa.org/players/4/19/206534.png,England,https://cdn.sofifa.org/flags/14.png,71,76,Leeds United,https://cdn.sofifa.org/teams/2/light/8.png,€3.2M,€25K
213446,R. López,25,https://cdn.sofifa.org/players/4/19/213446.png,Mexico,https://cdn.sofifa.org/flags/83.png,71,76,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€2.6M,€16K
220358,F. Monteseirín,23,https://cdn.sofifa.org/players/4/19/220358.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,78,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,€2.8M,€9K
229574,A. Calabresi,22,https://cdn.sofifa.org/players/4/19/229574.png,Italy,https://cdn.sofifa.org/flags/27.png,71,79,Bologna,https://cdn.sofifa.org/teams/2/light/189.png,€3M,€15K
236998,J. Léa Siliki,22,https://cdn.sofifa.org/players/4/19/236998.png,France,https://cdn.sofifa.org/flags/18.png,71,81,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,€3.8M,€17K
217287,J. De Sart,23,https://cdn.sofifa.org/players/4/19/217287.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,76,KV Kortrijk,https://cdn.sofifa.org/teams/2/light/100081.png,€2.7M,€8K
224967,M. Sylla,24,https://cdn.sofifa.org/players/4/19/224967.png,Senegal,https://cdn.sofifa.org/flags/136.png,71,75,SV Zulte-Waregem,https://cdn.sofifa.org/teams/2/light/15005.png,€3.1M,€13K
205256,K. Boli,27,https://cdn.sofifa.org/players/4/19/205256.png,France,https://cdn.sofifa.org/flags/18.png,71,74,Guizhou Hengfeng FC,https://cdn.sofifa.org/teams/2/light/112977.png,€2.4M,€9K
221896,D. Avdijaj,21,https://cdn.sofifa.org/players/4/19/221896.png,Kosovo,https://cdn.sofifa.org/flags/219.png,71,78,Willem II,https://cdn.sofifa.org/teams/2/light/1907.png,€3.4M,€6K
164041,Nauzet,33,https://cdn.sofifa.org/players/4/19/164041.png,Spain,https://cdn.sofifa.org/flags/45.png,71,71,UD Las Palmas,https://cdn.sofifa.org/teams/2/light/472.png,€1.2M,€6K
187337,G. Molins,29,https://cdn.sofifa.org/players/4/19/187337.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,71,Malmö FF,https://cdn.sofifa.org/teams/2/light/320.png,€2.4M,€6K
200138,M. Hector,25,https://cdn.sofifa.org/players/4/19/200138.png,Jamaica,https://cdn.sofifa.org/flags/82.png,71,74,Sheffield Wednesday,https://cdn.sofifa.org/teams/2/light/1807.png,€2.5M,€16K
207562,S. Andersson,26,https://cdn.sofifa.org/players/4/19/207562.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,72,1. FC Union Berlin,https://cdn.sofifa.org/teams/2/light/1831.png,€2.8M,€21K
142794,F. Erpen,35,https://cdn.sofifa.org/players/4/19/142794.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,San Martín de San Juan,https://cdn.sofifa.org/teams/2/light/111713.png,€550K,€7K
214986,F. Meza,28,https://cdn.sofifa.org/players/4/19/214986.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,73,Colo-Colo,https://cdn.sofifa.org/teams/2/light/110980.png,€2.2M,€6K
227530,D. Lemos,29,https://cdn.sofifa.org/players/4/19/227530.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,71,Patronato,https://cdn.sofifa.org/teams/2/light/110581.png,€1.8M,€10K
168650,Z. Kuzmanović,30,https://cdn.sofifa.org/players/4/19/168650.png,Serbia,https://cdn.sofifa.org/flags/51.png,71,71,FC Basel 1893,https://cdn.sofifa.org/teams/2/light/896.png,€2.2M,€17K
243402,Lisandro Semedo,22,https://cdn.sofifa.org/players/4/19/243402.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,77,Fortuna Sittard,https://cdn.sofifa.org/teams/2/light/634.png,€3.2M,€6K
222411,J. Prior,22,https://cdn.sofifa.org/players/4/19/222411.png,France,https://cdn.sofifa.org/flags/18.png,71,77,FC Girondins de Bordeaux,https://cdn.sofifa.org/teams/2/light/59.png,€2.4M,€15K
224459,V. Salazar,25,https://cdn.sofifa.org/players/4/19/224459.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,76,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€2.6M,€11K
188107,A. Diomande,28,https://cdn.sofifa.org/players/4/19/188107.png,Norway,https://cdn.sofifa.org/flags/36.png,71,71,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,€2.4M,€7K
212428,A. Niane,25,https://cdn.sofifa.org/players/4/19/212428.png,Mali,https://cdn.sofifa.org/flags/126.png,71,73,Sporting de Charleroi,https://cdn.sofifa.org/teams/2/light/670.png,€2.9M,€10K
242380,Stephen Eustáquio,21,https://cdn.sofifa.org/players/4/19/242380.png,Portugal,https://cdn.sofifa.org/flags/38.png,71,83,GD Chaves,https://cdn.sofifa.org/teams/2/light/518.png,€3.8M,€5K
224461,W. Montoya,24,https://cdn.sofifa.org/players/4/19/224461.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,74,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€3M,€14K
183245,Kadu,31,https://cdn.sofifa.org/players/4/19/183245.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,71,Göztepe SK,https://cdn.sofifa.org/teams/2/light/101026.png,€1.6M,€14K
198350,D. Bentley,24,https://cdn.sofifa.org/players/4/19/198350.png,England,https://cdn.sofifa.org/flags/14.png,71,76,Brentford,https://cdn.sofifa.org/teams/2/light/1925.png,€2.3M,€16K
215502,B. Drągowski,20,https://cdn.sofifa.org/players/4/19/215502.png,Poland,https://cdn.sofifa.org/flags/37.png,71,82,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€3.2M,€15K
229582,G. Mancini,22,https://cdn.sofifa.org/players/4/19/229582.png,Italy,https://cdn.sofifa.org/flags/27.png,71,80,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€3.2M,€13K
173518,T. Clarke,30,https://cdn.sofifa.org/players/4/19/173518.png,England,https://cdn.sofifa.org/flags/14.png,71,71,Preston North End,https://cdn.sofifa.org/teams/2/light/1801.png,€1.8M,€9K
139727,F. Boeckx,31,https://cdn.sofifa.org/players/4/19/139727.png,Belgium,https://cdn.sofifa.org/flags/7.png,71,71,RSC Anderlecht,https://cdn.sofifa.org/teams/2/light/229.png,€1.4M,€10K
205008,Adryan,23,https://cdn.sofifa.org/players/4/19/205008.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,77,FC Sion,https://cdn.sofifa.org/teams/2/light/110770.png,€3.2M,€17K
211920,M. Grüttner,32,https://cdn.sofifa.org/players/4/19/211920.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71, SSV Jahn Regensburg,https://cdn.sofifa.org/teams/2/light/543.png,€1.9M,€9K
212944,J. Cevallos,23,https://cdn.sofifa.org/players/4/19/212944.png,Ecuador,https://cdn.sofifa.org/flags/57.png,71,76,Sporting Lokeren,https://cdn.sofifa.org/teams/2/light/2007.png,€3.2M,€9K
220624,L. Acosta,23,https://cdn.sofifa.org/players/4/19/220624.png,Argentina,https://cdn.sofifa.org/flags/52.png,71,79,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€2.6M,€6K
236496,M. Guendouzi,19,https://cdn.sofifa.org/players/4/19/236496.png,France,https://cdn.sofifa.org/flags/18.png,71,84,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€4M,€20K
238033,F. Nita,30,https://cdn.sofifa.org/players/4/19/238033.png,Romania,https://cdn.sofifa.org/flags/39.png,71,71,Sparta Praha,https://cdn.sofifa.org/teams/2/light/267.png,€1.5M,€1K
177105,P. Ebert,31,https://cdn.sofifa.org/players/4/19/177105.png,Germany,https://cdn.sofifa.org/flags/21.png,71,71,SG Dynamo Dresden,https://cdn.sofifa.org/teams/2/light/503.png,€2.1M,€13K
140498,D. Marshall,33,https://cdn.sofifa.org/players/4/19/140498.png,Scotland,https://cdn.sofifa.org/flags/42.png,71,71,Hull City,https://cdn.sofifa.org/teams/2/light/1952.png,€1.2M,€13K
210386,K. Peterson,23,https://cdn.sofifa.org/players/4/19/210386.png,Sweden,https://cdn.sofifa.org/flags/46.png,71,77,Heracles Almelo,https://cdn.sofifa.org/teams/2/light/100634.png,€3.2M,€6K
